concept_name,concept_id,desired,comments,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Galen] by Galen,43600173,TRUE,,8/24/2017,,RxNorm Extension,OMOP824904,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Galen] by Galen,Drug
Hydrocortisone 2.5 MG/ML [Systral],43762051,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP825300,Branded Drug Comp,S,Hydrocortisone 2.5 MG/ML [Systral],Drug
Hydrocortisone 2.5 MG/ML Oral Suspension [Systral],43780121,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP825321,Branded Drug,S,Hydrocortisone 2.5 MG/ML Oral Suspension [Systral],Drug
Hydrocortisone 0.0025 MG/MG [Systral],43834326,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP825427,Branded Drug Comp,S,Hydrocortisone 0.0025 MG/MG [Systral],Drug
Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral],43744203,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP825448,Branded Drug,S,Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral],Drug
Hydrocortisone 20 MG [Hydrocortison Acis],43654346,TRUE,,8/24/2017,,RxNorm Extension,OMOP826000,Branded Drug Comp,S,Hydrocortisone 20 MG [Hydrocortison Acis],Drug
Hydrocortisone 20 MG Oral Tablet by Mibe,43600178,TRUE,,8/24/2017,,RxNorm Extension,OMOP826021,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Mibe,Drug
Hydrocortisone 20 MG Oral Tablet [Hydrocortison Acis],43762054,TRUE,,8/24/2017,,RxNorm Extension,OMOP826032,Branded Drug,S,Hydrocortisone 20 MG Oral Tablet [Hydrocortison Acis],Drug
Hydrocortisone 20 MG Oral Tablet [Hydrocortison Acis] by Acis,43582147,TRUE,,8/24/2017,,RxNorm Extension,OMOP826043,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet [Hydrocortison Acis] by Acis,Drug
Hydrocortisone 5 MG/ML [Hydrocortison Hoechst],43600183,TRUE,,8/24/2017,,RxNorm Extension,OMOP826560,Branded Drug Comp,S,Hydrocortisone 5 MG/ML [Hydrocortison Hoechst],Drug
25 ML Hydrocortisone 2.5 MG/ML Oral Suspension,43701070,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP799911,Quant Clinical Drug,S,25 ML Hydrocortisone 2.5 MG/ML Oral Suspension,Drug
25 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral],43844951,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP799912,Quant Branded Drug,S,25 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral],Drug
25 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral] by Meda,43665157,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP799913,Marketed Product,S,25 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral] by Meda,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension Box of 10,43665234,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803088,Quant Clinical Box,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension Box of 10,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension Box of 30,43665235,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803089,Quant Clinical Box,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension Box of 30,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],43683119,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803090,Quant Branded Drug,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,43665236,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803091,Marketed Product,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 10,43754901,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803092,Quant Branded Box,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 10,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 10 by Astellas,43845018,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803093,Marketed Product,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 10 by Astellas,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 30,43863216,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803094,Quant Branded Box,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 30,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 30 by Astellas,43701150,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP803096,Marketed Product,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 30 by Astellas,Drug
50 ML Hydrocortisone 2.5 MG/ML Oral Suspension,43683656,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP809987,Quant Clinical Drug,S,50 ML Hydrocortisone 2.5 MG/ML Oral Suspension,Drug
50 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral],43791277,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP809988,Quant Branded Drug,S,50 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral],Drug
50 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral] by Meda,43611474,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP809989,Marketed Product,S,50 ML Hydrocortisone 2.5 MG/ML Oral Suspension [Systral] by Meda,Drug
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,43757035,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP834841,Quant Clinical Drug,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,Drug
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension Box of 100,43829056,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP834842,Quant Clinical Box,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension Box of 100,Drug
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],43667355,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP834843,Quant Branded Drug,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],Drug
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,43595145,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP834844,Marketed Product,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,Drug
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 100,43685286,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP834845,Quant Branded Box,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 100,Drug
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 100 by Astellas,43792883,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP834847,Marketed Product,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 100 by Astellas,Drug
Hydrocortisone 10 MG [Cortril],35130619,TRUE,,3/11/2019,,RxNorm Extension,OMOP4787868,Branded Drug Comp,S,Hydrocortisone 10 MG [Cortril],Drug
Hydrocortisone 10 MG Oral Tablet [Cortril],35130902,TRUE,,3/11/2019,,RxNorm Extension,OMOP4788149,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [Cortril],Drug
Hydrocortisone 5 MG Oral Solution by Diurnal,37593177,TRUE,,1/17/2019,,RxNorm Extension,OMOP4782616,Marketed Product,S,Hydrocortisone 5 MG Oral Solution by Diurnal,Drug
Hydrocortisone 5 MG Oral Solution,37593178,TRUE,,1/17/2019,,RxNorm Extension,OMOP4782617,Clinical Drug,S,Hydrocortisone 5 MG Oral Solution,Drug
Hydrocortisone 2 MG Oral Solution by Diurnal,37593179,TRUE,,1/17/2019,,RxNorm Extension,OMOP4782618,Marketed Product,S,Hydrocortisone 2 MG Oral Solution by Diurnal,Drug
Hydrocortisone 2 MG Oral Solution,37593180,TRUE,,1/17/2019,,RxNorm Extension,OMOP4782619,Clinical Drug,S,Hydrocortisone 2 MG Oral Solution,Drug
Hydrocortisone 1 MG Oral Solution by Diurnal,37593181,TRUE,,1/17/2019,,RxNorm Extension,OMOP4782620,Marketed Product,S,Hydrocortisone 1 MG Oral Solution by Diurnal,Drug
Hydrocortisone 1 MG Oral Solution,37593182,TRUE,,1/17/2019,,RxNorm Extension,OMOP4782621,Clinical Drug,S,Hydrocortisone 1 MG Oral Solution,Drug
Hydrocortisone 10 MG Disintegrating Oral Tablet,36810170,TRUE,,1/28/2019,,RxNorm Extension,OMOP4824337,Clinical Drug,S,Hydrocortisone 10 MG Disintegrating Oral Tablet,Drug
Hydrocortisone 10 MG Oral Tablet by Resolution Chemicals,36810564,TRUE,,1/28/2019,,RxNorm Extension,OMOP4824599,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Resolution Chemicals,Drug
Hydrocortisone Disintegrating Oral Tablet,36810746,TRUE,,1/28/2019,,RxNorm Extension,OMOP4824783,Clinical Drug Form,S,Hydrocortisone Disintegrating Oral Tablet,Drug
Hydrocortisone 10 MG Disintegrating Oral Tablet Box of 30 by Colonis,36810870,TRUE,,1/28/2019,,RxNorm Extension,OMOP4824906,Marketed Product,S,Hydrocortisone 10 MG Disintegrating Oral Tablet Box of 30 by Colonis,Drug
Hydrocortisone 10 MG Disintegrating Oral Tablet by Colonis,36811311,TRUE,,1/28/2019,,RxNorm Extension,OMOP4825349,Marketed Product,S,Hydrocortisone 10 MG Disintegrating Oral Tablet by Colonis,Drug
Hydrocortisone 20 MG Oral Tablet by AMCo,36811923,TRUE,,1/28/2019,,RxNorm Extension,OMOP4825958,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by AMCo,Drug
Hydrocortisone 10 MG Oral Tablet Box of 30 by Colonis,36812505,TRUE,,1/28/2019,,RxNorm Extension,OMOP4826538,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Colonis,Drug
Hydrocortisone 20 MG Oral Tablet Box of 30 by Resolution Chemicals,36812775,TRUE,,1/28/2019,,RxNorm Extension,OMOP4826808,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by Resolution Chemicals,Drug
Hydrocortisone 10 MG Disintegrating Oral Tablet Box of 30,36813846,TRUE,,1/28/2019,,RxNorm Extension,OMOP4827883,Clinical Drug Box,S,Hydrocortisone 10 MG Disintegrating Oral Tablet Box of 30,Drug
Hydrocortisone 20 MG Oral Tablet by Resolution Chemicals,36813873,TRUE,,1/28/2019,,RxNorm Extension,OMOP4827910,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Resolution Chemicals,Drug
Hydrocortisone 10 MG Oral Tablet by Colonis,36813955,TRUE,,1/28/2019,,RxNorm Extension,OMOP4827988,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Colonis,Drug
Hydrocortisone 10 MG Oral Tablet Box of 30 by Resolution Chemicals,36814213,TRUE,,1/28/2019,,RxNorm Extension,OMOP4828253,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Resolution Chemicals,Drug
Hydrocortisone 20 MG Oral Tablet Box of 30 by AMCo,36814334,TRUE,,1/28/2019,,RxNorm Extension,OMOP4828372,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by AMCo,Drug
Hydrocortisone 0.5 MG Oral Powder [Alkindi] by Diurnal,36509298,TRUE,,9/4/2019,,RxNorm Extension,OMOP4834848,Marketed Product,S,Hydrocortisone 0.5 MG Oral Powder [Alkindi] by Diurnal,Drug
Hydrocortisone 0.5 MG Oral Powder [Alkindi],36508570,TRUE,,9/4/2019,,RxNorm Extension,OMOP4835000,Branded Drug,S,Hydrocortisone 0.5 MG Oral Powder [Alkindi],Drug
Hydrocortisone 0.5 MG Oral Powder,36506057,TRUE,,9/4/2019,,RxNorm Extension,OMOP4835199,Clinical Drug,S,Hydrocortisone 0.5 MG Oral Powder,Drug
Hydrocortisone Oral Powder [Alkindi],36503661,TRUE,,9/4/2019,,RxNorm Extension,OMOP4835846,Branded Drug Form,S,Hydrocortisone Oral Powder [Alkindi],Drug
Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] by Paranova Pack,36506879,TRUE,,9/4/2019,,RxNorm Extension,OMOP4836498,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] by Paranova Pack,Drug
Hydrocortisone 5 MG Oral Tablet [HYDROCORTISONE JR],42939598,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666260,Branded Drug,S,Hydrocortisone 5 MG Oral Tablet [HYDROCORTISONE JR],Drug
Hydrocortisone 5 MG [HYDROCORTISONE JR],42939599,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666261,Branded Drug Comp,S,Hydrocortisone 5 MG [HYDROCORTISONE JR],Drug
Hydrocortisone 10 MG Oral Tablet [Hysone],42939639,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666301,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [Hysone],Drug
Hydrocortisone 10 MG Oral Tablet [HIDEN],42939640,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666302,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [HIDEN],Drug
Hydrocortisone 10 MG Oral Tablet [HYTISONE],42939641,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666303,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [HYTISONE],Drug
Hydrocortisone 10 MG Oral Tablet [HIROXON],42939642,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666304,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [HIROXON],Drug
Hydrocortisone 10 MG Oral Tablet [HIGHROSONE],42939643,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666305,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [HIGHROSONE],Drug
Hydrocortisone 10 MG Oral Tablet [HYDRO],42939644,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666306,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [HYDRO],Drug
Hydrocortisone 10 MG Oral Tablet [COROSONE],42939645,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666307,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [COROSONE],Drug
Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE JR],42939646,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666308,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE JR],Drug
Hydrocortisone 10 MG Oral Tablet [RAPISON],42939647,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666309,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [RAPISON],Drug
Hydrocortisone 10 MG [Hysone],42939648,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666310,Branded Drug Comp,S,Hydrocortisone 10 MG [Hysone],Drug
Hydrocortisone 10 MG [HIDEN],42939649,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666311,Branded Drug Comp,S,Hydrocortisone 10 MG [HIDEN],Drug
Hydrocortisone 10 MG [HYTISONE],42939650,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666312,Branded Drug Comp,S,Hydrocortisone 10 MG [HYTISONE],Drug
Hydrocortisone 10 MG [HIROXON],42939651,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666313,Branded Drug Comp,S,Hydrocortisone 10 MG [HIROXON],Drug
Hydrocortisone 10 MG [HIGHROSONE],42939652,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666314,Branded Drug Comp,S,Hydrocortisone 10 MG [HIGHROSONE],Drug
Hydrocortisone 10 MG [HYDRO],42939653,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666315,Branded Drug Comp,S,Hydrocortisone 10 MG [HYDRO],Drug
Hydrocortisone 10 MG [COROSONE],42939654,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666316,Branded Drug Comp,S,Hydrocortisone 10 MG [COROSONE],Drug
Hydrocortisone 10 MG [HYDROCORTISONE JR],42939655,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666317,Branded Drug Comp,S,Hydrocortisone 10 MG [HYDROCORTISONE JR],Drug
Hydrocortisone 10 MG [RAPISON],42939656,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666318,Branded Drug Comp,S,Hydrocortisone 10 MG [RAPISON],Drug
Hydrocortisone Oral Tablet [HIDEN],42939678,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666340,Branded Drug Form,S,Hydrocortisone Oral Tablet [HIDEN],Drug
Hydrocortisone Oral Tablet [HYTISONE],42939679,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666341,Branded Drug Form,S,Hydrocortisone Oral Tablet [HYTISONE],Drug
Hydrocortisone Oral Tablet [HIROXON],42939680,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666342,Branded Drug Form,S,Hydrocortisone Oral Tablet [HIROXON],Drug
Hydrocortisone Oral Tablet [HIGHROSONE],42939681,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666343,Branded Drug Form,S,Hydrocortisone Oral Tablet [HIGHROSONE],Drug
Hydrocortisone Oral Tablet [HYDRO],42939682,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666344,Branded Drug Form,S,Hydrocortisone Oral Tablet [HYDRO],Drug
Hydrocortisone Oral Tablet [COROSONE],42939683,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666345,Branded Drug Form,S,Hydrocortisone Oral Tablet [COROSONE],Drug
Hydrocortisone Oral Tablet [HYDROCORTISONE JR],42939684,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666346,Branded Drug Form,S,Hydrocortisone Oral Tablet [HYDROCORTISONE JR],Drug
Hydrocortisone Oral Tablet [RAPISON],42939685,TRUE,,8/21/2018,,RxNorm Extension,OMOP4666347,Branded Drug Form,S,Hydrocortisone Oral Tablet [RAPISON],Drug
Hydrocortisone 20 MG Oral Tablet [Plenadren] Box of 100 by Orifarm Leverkus,44175033,TRUE,,10/6/2017,,RxNorm Extension,OMOP3051756,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet [Plenadren] Box of 100 by Orifarm Leverkus,Drug
1 ML Hydrocortisone 2.5 MG/ML Oral Suspension,21028496,TRUE,,8/24/2017,,RxNorm Extension,OMOP298698,Quant Clinical Drug,S,1 ML Hydrocortisone 2.5 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.05 MG/ML Oral Suspension,21156223,TRUE,,8/24/2017,,RxNorm Extension,OMOP298702,Quant Clinical Drug,S,1 ML Hydrocortisone 0.05 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.75 MG/ML Oral Suspension,21057916,TRUE,,8/24/2017,,RxNorm Extension,OMOP298704,Quant Clinical Drug,S,1 ML Hydrocortisone 0.75 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 1.27 MG/ML Oral Suspension,21156224,TRUE,,8/24/2017,,RxNorm Extension,OMOP298706,Quant Clinical Drug,S,1 ML Hydrocortisone 1.27 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.2 MG/ML Oral Suspension,21116757,TRUE,,8/24/2017,,RxNorm Extension,OMOP298717,Quant Clinical Drug,S,1 ML Hydrocortisone 0.2 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.8 MG/ML Oral Suspension,21136381,TRUE,,8/24/2017,,RxNorm Extension,OMOP298720,Quant Clinical Drug,S,1 ML Hydrocortisone 0.8 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 20 MG/ML Oral Suspension,21126522,TRUE,,8/24/2017,,RxNorm Extension,OMOP298733,Quant Clinical Drug,S,1 ML Hydrocortisone 20 MG/ML Oral Suspension,Drug
1000 MG Hydrocortisone 0.0009 MG/MG Oral Suspension,21048119,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298739,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.0009 MG/MG Oral Suspension,Drug
1 ML Hydrocortisone 0.01 MG/ML Oral Suspension,21077649,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298742,Quant Clinical Drug,S,1 ML Hydrocortisone 0.01 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 10 MG/ML Oral Suspension,21038289,TRUE,,8/24/2017,,RxNorm Extension,OMOP298744,Quant Clinical Drug,S,1 ML Hydrocortisone 10 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.017 MG/ML Oral Suspension,21156225,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298748,Quant Clinical Drug,S,1 ML Hydrocortisone 0.017 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 5 MG/ML Oral Suspension,21165994,TRUE,,8/24/2017,,RxNorm Extension,OMOP298750,Quant Clinical Drug,S,1 ML Hydrocortisone 5 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.72 MG/ML Oral Suspension,21107021,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298753,Quant Clinical Drug,S,1 ML Hydrocortisone 0.72 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 1 MG/ML Oral Solution,21067791,TRUE,,8/24/2017,,RxNorm Extension,OMOP298755,Quant Clinical Drug,S,1 ML Hydrocortisone 1 MG/ML Oral Solution,Drug
1 ML Hydrocortisone 1 MG/ML Oral Suspension,21175732,TRUE,,8/24/2017,,RxNorm Extension,OMOP298757,Quant Clinical Drug,S,1 ML Hydrocortisone 1 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.4 MG/ML Oral Suspension,21156226,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298760,Quant Clinical Drug,S,1 ML Hydrocortisone 0.4 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 1.25 MG/ML Oral Suspension,21067792,TRUE,,8/24/2017,,RxNorm Extension,OMOP298763,Quant Clinical Drug,S,1 ML Hydrocortisone 1.25 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 1.5 MG/ML Oral Suspension,21116761,TRUE,,8/24/2017,,RxNorm Extension,OMOP298767,Quant Clinical Drug,S,1 ML Hydrocortisone 1.5 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 2 MG/ML Oral Suspension,21146255,TRUE,,8/24/2017,,RxNorm Extension,OMOP298769,Quant Clinical Drug,S,1 ML Hydrocortisone 2 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.6 MG/ML Oral Suspension,21126525,TRUE,,8/24/2017,,RxNorm Extension,OMOP298771,Quant Clinical Drug,S,1 ML Hydrocortisone 0.6 MG/ML Oral Suspension,Drug
1000 MG Hydrocortisone 0.004 MG/MG Oral Suspension,21028499,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298774,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.004 MG/MG Oral Suspension,Drug
1 ML Hydrocortisone 0.3 MG/ML Oral Suspension,21116762,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298780,Quant Clinical Drug,S,1 ML Hydrocortisone 0.3 MG/ML Oral Suspension,Drug
1000 MG Hydrocortisone 0.0033 MG/MG Oral Suspension,21087353,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298782,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.0033 MG/MG Oral Suspension,Drug
1000 MG Hydrocortisone 0.0055 MG/MG Oral Suspension,21165996,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP298785,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.0055 MG/MG Oral Suspension,Drug
1 ML Hydrocortisone 15 MG/ML Oral Suspension,21028500,TRUE,,8/24/2017,,RxNorm Extension,OMOP298787,Quant Clinical Drug,S,1 ML Hydrocortisone 15 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 0.5 MG/ML Oral Suspension,21028501,TRUE,,8/24/2017,,RxNorm Extension,OMOP298789,Quant Clinical Drug,S,1 ML Hydrocortisone 0.5 MG/ML Oral Suspension,Drug
Hydrocortisone 0.01 MG/ML [Alfason],44160638,TRUE,delete,10/6/2017,,RxNorm Extension,OMOP3037361,Branded Drug Comp,S,Hydrocortisone 0.01 MG/ML [Alfason],Drug
Hydrocortisone Oral Suspension [Alfason],43818094,TRUE,,8/24/2017,,RxNorm Extension,OMOP929677,Branded Drug Form,S,Hydrocortisone Oral Suspension [Alfason],Drug
Hydrocortisone 1 MG/ML [Alfason],43818095,TRUE,,8/24/2017,,RxNorm Extension,OMOP929681,Branded Drug Comp,S,Hydrocortisone 1 MG/ML [Alfason],Drug
Hydrocortisone 0.001 MG/MG Oral Suspension Box of 10,43818099,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP929715,Clinical Drug Box,S,Hydrocortisone 0.001 MG/MG Oral Suspension Box of 10,Drug
Hydrocortisone 0.001 MG/MG Oral Suspension Box of 30,43674475,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP929716,Clinical Drug Box,S,Hydrocortisone 0.001 MG/MG Oral Suspension Box of 30,Drug
Hydrocortisone 0.001 MG/MG Oral Suspension Box of 100,43746044,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP929717,Clinical Drug Box,S,Hydrocortisone 0.001 MG/MG Oral Suspension Box of 100,Drug
Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],43728123,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP929718,Branded Drug,S,Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],Drug
Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 10,43799978,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP929719,Branded Drug Box,S,Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 10,Drug
Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 30,43638229,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP929720,Branded Drug Box,S,Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 30,Drug
Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 100,43638230,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP929721,Branded Drug Box,S,Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] Box of 100,Drug
Hydrocortisone 0.001 MG/MG Oral Suspension,36893667,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP988754,Clinical Drug,S,Hydrocortisone 0.001 MG/MG Oral Suspension,Drug
30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,36897402,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP995301,Quant Clinical Drug,S,30000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,Drug
Hydrocortisone Oral Tablet [Hysone],43288533,TRUE,,8/24/2017,,RxNorm Extension,OMOP534139,Branded Drug Form,S,Hydrocortisone Oral Tablet [Hysone],Drug
Hydrocortisone 20 MG [Hysone],43288536,TRUE,,8/24/2017,,RxNorm Extension,OMOP534158,Branded Drug Comp,S,Hydrocortisone 20 MG [Hysone],Drug
Hydrocortisone 20 MG Oral Tablet Box of 60,43266787,TRUE,,8/24/2017,,RxNorm Extension,OMOP534159,Clinical Drug Box,S,Hydrocortisone 20 MG Oral Tablet Box of 60,Drug
Hydrocortisone 20 MG Oral Tablet [Hysone],43288537,TRUE,,8/24/2017,,RxNorm Extension,OMOP534162,Branded Drug,S,Hydrocortisone 20 MG Oral Tablet [Hysone],Drug
