concept_name,concept_id,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id,valid_end_date
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Alliance,21070250,2017-08-24,,RxNorm Extension,OMOP390163,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Alliance,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by DE,21158596,2017-08-24,,RxNorm Extension,OMOP390170,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by DE,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by AMCo,21119130,2017-08-24,,RxNorm Extension,OMOP390178,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by AMCo,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by A A H,21138810,2017-08-24,,RxNorm Extension,OMOP390189,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by A A H,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Sovereign,21119131,2017-08-24,,RxNorm Extension,OMOP390198,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Sovereign,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Generics,21070251,2017-08-24,,RxNorm Extension,OMOP390218,Marketed Product,S,prednisolone 5 MG Oral Tablet by Generics,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Mawdsley-Brooks,21070252,2017-08-24,,RxNorm Extension,OMOP390229,Marketed Product,S,prednisolone 5 MG Oral Tablet by Mawdsley-Brooks,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Phoenix Labs,21040705,2017-08-24,,RxNorm Extension,OMOP390241,Marketed Product,S,prednisolone 5 MG Oral Tablet by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Boston,21148659,2017-08-24,,RxNorm Extension,OMOP390251,Marketed Product,S,prednisolone 5 MG Oral Tablet by Boston,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Kent,21060298,2017-08-24,,RxNorm Extension,OMOP390261,Marketed Product,S,prednisolone 5 MG Oral Tablet by Kent,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Alliance,21128912,2017-08-24,,RxNorm Extension,OMOP390272,Marketed Product,S,prednisolone 5 MG Oral Tablet by Alliance,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Waymade,21089680,2017-08-24,,RxNorm Extension,OMOP390282,Marketed Product,S,prednisolone 5 MG Oral Tablet by Waymade,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by DE,21158597,2017-08-24,,RxNorm Extension,OMOP390291,Marketed Product,S,prednisolone 5 MG Oral Tablet by DE,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Co-Pharma,21138811,2017-08-24,,RxNorm Extension,OMOP390301,Marketed Product,S,prednisolone 5 MG Oral Tablet by Co-Pharma,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by A A H,21099586,2017-08-24,,RxNorm Extension,OMOP390312,Marketed Product,S,prednisolone 5 MG Oral Tablet by A A H,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by TEVA,21168402,2017-08-24,,RxNorm Extension,OMOP390323,Marketed Product,S,prednisolone 5 MG Oral Tablet by TEVA,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Actavis,21158598,2017-08-24,,RxNorm Extension,OMOP390333,Marketed Product,S,prednisolone 5 MG Oral Tablet by Actavis,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Dowelhurst,21128913,2017-08-24,,RxNorm Extension,OMOP390344,Marketed Product,S,prednisolone 5 MG Oral Tablet by Dowelhurst,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Boots,21050465,2017-08-24,,RxNorm Extension,OMOP390355,Marketed Product,S,prednisolone 5 MG Oral Tablet by Boots,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Wockhardt,21138812,2017-08-24,,RxNorm Extension,OMOP390362,Marketed Product,S,prednisolone 5 MG Oral Tablet by Wockhardt,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Almus,21148660,2017-08-24,,RxNorm Extension,OMOP390373,Marketed Product,S,prednisolone 5 MG Oral Tablet by Almus,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28,21119132,2017-08-24,,RxNorm Extension,OMOP390384,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 28,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Generics,21099587,2017-08-24,,RxNorm Extension,OMOP390395,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Generics,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Mawdsley-Brooks,21040706,2017-08-24,,RxNorm Extension,OMOP390404,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Mawdsley-Brooks,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Phoenix Labs,21158599,2017-08-24,,RxNorm Extension,OMOP390413,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Kent,21099588,2017-08-24,,RxNorm Extension,OMOP390424,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Kent,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Alliance,21040707,2017-08-24,,RxNorm Extension,OMOP390435,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Alliance,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Waymade,21060299,2017-08-24,,RxNorm Extension,OMOP390447,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Waymade,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by DE,21138813,2017-08-24,,RxNorm Extension,OMOP390458,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by DE,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Co-Pharma,21021110,2017-08-24,,RxNorm Extension,OMOP390467,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Co-Pharma,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by A A H,21158600,2017-08-24,,RxNorm Extension,OMOP390478,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by A A H,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by TEVA,21148661,2017-08-24,,RxNorm Extension,OMOP390487,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by TEVA,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Actavis,21168403,2017-08-24,,RxNorm Extension,OMOP390495,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Actavis,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Dowelhurst,21138814,2017-08-24,,RxNorm Extension,OMOP390504,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Dowelhurst,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Boots,21070253,2017-08-24,,RxNorm Extension,OMOP390510,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Boots,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Wockhardt,21030821,2017-08-24,,RxNorm Extension,OMOP390518,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Wockhardt,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Almus,21099589,2017-08-24,,RxNorm Extension,OMOP390529,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Almus,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30,21158601,2017-08-24,,RxNorm Extension,OMOP390541,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 30,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 100,21089681,2017-08-24,,RxNorm Extension,OMOP390550,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 100 by Boston,21099590,2017-08-24,,RxNorm Extension,OMOP390560,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 100 by Boston,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 1000,21128914,2017-08-24,,RxNorm Extension,OMOP390568,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 1000,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 1000 by Kent,21021111,2017-08-24,,RxNorm Extension,OMOP390579,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 1000 by Kent,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 1000 by Alliance,21099591,2017-08-24,,RxNorm Extension,OMOP390590,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 1000 by Alliance,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 1000 by Wockhardt,21089682,2017-08-24,,RxNorm Extension,OMOP390599,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 1000 by Wockhardt,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Pevanti],21030822,2017-08-24,,RxNorm Extension,OMOP390606,Branded Drug,S,prednisolone 5 MG Oral Tablet [Pevanti],Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Pevanti] by AMCo,21040708,2017-08-24,,RxNorm Extension,OMOP390614,Marketed Product,S,prednisolone 5 MG Oral Tablet [Pevanti] by AMCo,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Pevanti] Box of 30,21119133,2017-08-24,,RxNorm Extension,OMOP390619,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Pevanti] Box of 30,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Pevanti] Box of 30 by AMCo,21119134,2017-08-24,,RxNorm Extension,OMOP390626,Marketed Product,S,prednisolone 5 MG Oral Tablet [Pevanti] Box of 30 by AMCo,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Phoenix Labs,21119135,2017-08-24,,RxNorm Extension,OMOP390646,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Kent,21021112,2017-08-24,,RxNorm Extension,OMOP390653,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Kent,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Sigma-Tau,21128915,2017-08-24,,RxNorm Extension,OMOP390660,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Sigma-Tau,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Waymade,21109436,2017-08-24,,RxNorm Extension,OMOP390681,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Waymade,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by DE,21021113,2017-08-24,,RxNorm Extension,OMOP390688,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by DE,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by A A H,21030823,2017-08-24,,RxNorm Extension,OMOP390699,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by A A H,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Approved Prescription,21168404,2017-08-24,,RxNorm Extension,OMOP390708,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Approved Prescription,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Alliance,21099593,2017-08-24,,RxNorm Extension,OMOP390718,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Alliance,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by TEVA,21070254,2017-08-24,,RxNorm Extension,OMOP390728,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by TEVA,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Actavis,21070255,2017-08-24,,RxNorm Extension,OMOP390737,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Actavis,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Dowelhurst,21138815,2017-08-24,,RxNorm Extension,OMOP390748,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Dowelhurst,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Almus,21050466,2017-08-24,,RxNorm Extension,OMOP390759,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Almus,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28,21119136,2017-08-24,,RxNorm Extension,OMOP390769,Clinical Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Kent,21109437,2017-08-24,,RxNorm Extension,OMOP390779,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Kent,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Sigma-Tau,21070256,2017-08-24,,RxNorm Extension,OMOP390788,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Sigma-Tau,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Alliance,21060300,2017-08-24,,RxNorm Extension,OMOP390799,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Alliance,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by DE,21040709,2017-08-24,,RxNorm Extension,OMOP390809,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by DE,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by A A H,21119137,2017-08-24,,RxNorm Extension,OMOP390821,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by A A H,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by TEVA,21070257,2017-08-24,,RxNorm Extension,OMOP390832,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by TEVA,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Actavis,21050467,2017-08-24,,RxNorm Extension,OMOP390839,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Actavis,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Dowelhurst,21030824,2017-08-24,,RxNorm Extension,OMOP390847,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Dowelhurst,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Almus,21138816,2017-08-24,,RxNorm Extension,OMOP390850,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Almus,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30,21050468,2017-08-24,,RxNorm Extension,OMOP390859,Clinical Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Labs,21158602,2017-08-24,,RxNorm Extension,OMOP390868,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Waymade,21128916,2017-08-24,,RxNorm Extension,OMOP390886,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Waymade,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by DE,21128917,2017-08-24,,RxNorm Extension,OMOP390897,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by DE,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by A A H,21050469,2017-08-24,,RxNorm Extension,OMOP390908,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by A A H,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Alliance,21158603,2017-08-24,,RxNorm Extension,OMOP390919,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Alliance,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by TEVA,21099594,2017-08-24,,RxNorm Extension,OMOP390929,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by TEVA,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Actavis,21128918,2017-08-24,,RxNorm Extension,OMOP390940,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Actavis,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 100,21138817,2017-08-24,,RxNorm Extension,OMOP390951,Clinical Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 100,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Kent,21050470,2017-08-24,,RxNorm Extension,OMOP390960,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Kent,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by A A H,21050471,2017-08-24,,RxNorm Extension,OMOP390977,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by A A H,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Alliance,21070258,2017-08-24,,RxNorm Extension,OMOP390987,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Alliance,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Actavis,21070259,2017-08-24,,RxNorm Extension,OMOP390993,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Actavis,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 500,21099595,2017-08-24,,RxNorm Extension,OMOP391002,Clinical Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 500,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 500 by A A H,21128919,2017-08-24,,RxNorm Extension,OMOP391011,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 500 by A A H,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 500 by Approved Prescription,21070260,2017-08-24,,RxNorm Extension,OMOP391021,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 500 by Approved Prescription,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril],21128920,2017-08-24,,RxNorm Extension,OMOP391029,Branded Drug,S,prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril],Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] by Alliance,21109438,2017-08-24,,RxNorm Extension,OMOP391039,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] by Alliance,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30,21148662,2017-08-24,,RxNorm Extension,OMOP391046,Branded Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30 by Alliance,21040710,2017-08-24,,RxNorm Extension,OMOP391052,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30 by Alliance,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100,21158604,2017-08-24,,RxNorm Extension,OMOP391062,Branded Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100 by Alliance,21099596,2017-08-24,,RxNorm Extension,OMOP391072,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100 by Alliance,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort],21021115,2017-08-24,,RxNorm Extension,OMOP391081,Branded Drug,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort],Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] by Auden Mckenzie,21070261,2017-08-24,,RxNorm Extension,OMOP391093,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] by Auden Mckenzie,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28,21099597,2017-08-24,,RxNorm Extension,OMOP391104,Branded Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Auden Mckenzie,21148663,2017-08-24,,RxNorm Extension,OMOP391115,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Auden Mckenzie,Drug,2099-12-31
prednisolone 0.334 MG/ML Oral Solution,21158608,2017-08-24,,RxNorm Extension,OMOP391389,Clinical Drug,S,prednisolone 0.334 MG/ML Oral Solution,Drug,2099-12-31
prednisolone 0.334 MG/ML Oral Suspension,21050475,2017-08-24,,RxNorm Extension,OMOP391411,Clinical Drug,S,prednisolone 0.334 MG/ML Oral Suspension,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 30,21089686,2017-08-24,,RxNorm Extension,OMOP391581,Clinical Drug Box,S,prednisolone 10 MG Oral Tablet Box of 30,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Pevanti],21128921,2017-08-24,,RxNorm Extension,OMOP391591,Branded Drug,S,prednisolone 10 MG Oral Tablet [Pevanti],Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Pevanti] by AMCo,21119139,2017-08-24,,RxNorm Extension,OMOP391598,Marketed Product,S,prednisolone 10 MG Oral Tablet [Pevanti] by AMCo,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Pevanti] Box of 30,21089687,2017-08-24,,RxNorm Extension,OMOP391609,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Pevanti] Box of 30,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Pevanti] Box of 30 by AMCo,21079965,2017-08-24,,RxNorm Extension,OMOP391617,Marketed Product,S,prednisolone 10 MG Oral Tablet [Pevanti] Box of 30 by AMCo,Drug,2099-12-31
prednisolone 50 MG Oral Tablet by A A H,21060303,2017-08-24,,RxNorm Extension,OMOP391656,Marketed Product,S,prednisolone 50 MG Oral Tablet by A A H,Drug,2099-12-31
prednisolone 50 MG Oral Tablet by Approved Prescription,21030826,2017-08-24,,RxNorm Extension,OMOP391665,Marketed Product,S,prednisolone 50 MG Oral Tablet by Approved Prescription,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 100,21168407,2017-08-24,,RxNorm Extension,OMOP391670,Clinical Drug Box,S,prednisolone 50 MG Oral Tablet Box of 100,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 100 by A A H,21158610,2017-08-24,,RxNorm Extension,OMOP391679,Marketed Product,S,prednisolone 50 MG Oral Tablet Box of 100 by A A H,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 100 by Approved Prescription,21060304,2017-08-24,,RxNorm Extension,OMOP391687,Marketed Product,S,prednisolone 50 MG Oral Tablet Box of 100 by Approved Prescription,Drug,2099-12-31
prednisolone 0.4 MG/ML Oral Suspension,21030827,2017-08-24,,RxNorm Extension,OMOP391849,Clinical Drug,S,prednisolone 0.4 MG/ML Oral Suspension,Drug,2099-12-31
prednisolone 25 MG Oral Tablet by Phoenix Labs,21030828,2017-08-24,,RxNorm Extension,OMOP391945,Marketed Product,S,prednisolone 25 MG Oral Tablet by Phoenix Labs,Drug,2099-12-31
prednisolone 25 MG Oral Tablet by Alliance,21089688,2017-08-24,,RxNorm Extension,OMOP391955,Marketed Product,S,prednisolone 25 MG Oral Tablet by Alliance,Drug,2099-12-31
prednisolone 25 MG Oral Tablet by A A H,21079968,2017-08-24,,RxNorm Extension,OMOP391964,Marketed Product,S,prednisolone 25 MG Oral Tablet by A A H,Drug,2099-12-31
prednisolone 25 MG Oral Tablet by Actavis,21099603,2017-08-24,,RxNorm Extension,OMOP391974,Marketed Product,S,prednisolone 25 MG Oral Tablet by Actavis,Drug,2099-12-31
prednisolone 25 MG Oral Tablet by Zentiva,21040711,2017-08-24,,RxNorm Extension,OMOP391982,Marketed Product,S,prednisolone 25 MG Oral Tablet by Zentiva,Drug,2099-12-31
prednisolone 25 MG Oral Tablet Box of 56,21148669,2017-08-24,,RxNorm Extension,OMOP391991,Clinical Drug Box,S,prednisolone 25 MG Oral Tablet Box of 56,Drug,2099-12-31
prednisolone 25 MG Oral Tablet Box of 56 by Phoenix Labs,21050480,2017-08-24,,RxNorm Extension,OMOP392002,Marketed Product,S,prednisolone 25 MG Oral Tablet Box of 56 by Phoenix Labs,Drug,2099-12-31
prednisolone 25 MG Oral Tablet Box of 56 by Alliance,21138822,2017-08-24,,RxNorm Extension,OMOP392011,Marketed Product,S,prednisolone 25 MG Oral Tablet Box of 56 by Alliance,Drug,2099-12-31
prednisolone 25 MG Oral Tablet Box of 56 by A A H,21109440,2017-08-24,,RxNorm Extension,OMOP392019,Marketed Product,S,prednisolone 25 MG Oral Tablet Box of 56 by A A H,Drug,2099-12-31
prednisolone 25 MG Oral Tablet Box of 56 by Actavis,21168408,2017-08-24,,RxNorm Extension,OMOP392028,Marketed Product,S,prednisolone 25 MG Oral Tablet Box of 56 by Actavis,Drug,2099-12-31
prednisolone 25 MG Oral Tablet Box of 56 by Zentiva,21079969,2017-08-24,,RxNorm Extension,OMOP392037,Marketed Product,S,prednisolone 25 MG Oral Tablet Box of 56 by Zentiva,Drug,2099-12-31
prednisolone 25 MG Oral Tablet [Pevanti],21168409,2017-08-24,,RxNorm Extension,OMOP392046,Branded Drug,S,prednisolone 25 MG Oral Tablet [Pevanti],Drug,2099-12-31
prednisolone 25 MG Oral Tablet [Pevanti] by AMCo,21119141,2017-08-24,,RxNorm Extension,OMOP392057,Marketed Product,S,prednisolone 25 MG Oral Tablet [Pevanti] by AMCo,Drug,2099-12-31
prednisolone 25 MG Oral Tablet [Pevanti] Box of 56,21089689,2017-08-24,,RxNorm Extension,OMOP392068,Branded Drug Box,S,prednisolone 25 MG Oral Tablet [Pevanti] Box of 56,Drug,2099-12-31
prednisolone 25 MG Oral Tablet [Pevanti] Box of 56 by AMCo,21040712,2017-08-24,,RxNorm Extension,OMOP392079,Marketed Product,S,prednisolone 25 MG Oral Tablet [Pevanti] Box of 56 by AMCo,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Phoenix Labs,21138823,2017-08-24,,RxNorm Extension,OMOP392194,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Phoenix Labs,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Kent,21109442,2017-08-24,,RxNorm Extension,OMOP392203,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Kent,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Sigma-Tau,21168414,2017-08-24,,RxNorm Extension,OMOP392211,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Sigma-Tau,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Waymade,21148670,2017-08-24,,RxNorm Extension,OMOP392227,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Waymade,Drug,2099-12-31
